BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
2901.999862,1,11250.65,10165.88,1084.77,0,1,1,0.75,0,0,274,9500,6443.381719,691.328423,0.083333,12
760.925748,1,360,0,360,3180.893742,1,0,0.888889,0.222222,4,9,5000,2312.470872,288.48652,0,9
1492.606493,0.777778,0,0,0,2361.57578,0,0,0,0.555556,17,0,2500,543.321868,478.995513,0,9
3421.571922,1,126.69,42.88,83.81,154.341344,0.333333,0.083333,0.25,0.083333,1,5,10500,2515.435738,975.504012,0,12
31.552814,0.545455,1428.02,509,919.02,0,1,0.25,1,0,0,37,1500,1137.556503,45.155492,0,12
1035.03102,1,704.17,0,704.17,0,1,0,1,0,0,33,3400,274.26228,272.890448,0,12
1175.749847,1,848.26,115,733.26,1032.462268,0.916667,0.083333,0.833333,0.083333,2,12,1200,2117.531771,838.137478,0.083333,12
55.28905,0.909091,610.47,0,610.47,0,0.818182,0,0.727273,0,0,9,2000,616.052713,178.545649,0.444444,11
1565.681099,1,0,0,0,321.359135,0,0,0,0.25,3,0,3500,691.825279,581.481917,0,12
100.037595,1,414.48,0,414.48,0,1,0,1,0,0,12,1000,234.619774,144.362561,0,12
780.382656,0.636364,0,0,0,1372.812459,0,0,0,0.083333,3,0,1500,201.628458,429.816935,0,12
77.097563,0.727273,233.62,25.62,208,281.332123,0.666667,0.083333,0.666667,0.25,4,9,1000,689.947206,123.11519,0.111111,12
9149.4096,1,227.8,227.8,0,5583.937965,0.333333,0.333333,0,0.666667,13,4,9500,6710.905443,6510.915661,0,12
3676.225496,1,2743.35,1299.63,1443.72,1095.478557,1,0.666667,0.916667,0.083333,1,78,6000,1859.086356,1075.569803,0,12
433.677841,1,1391.89,1088.83,303.06,0,0.833333,0.833333,0.333333,0,0,19,7000,2312.220888,178.06847,0.25,12
9.153671,0.272727,126.6,0,126.6,0,0.5,0,0.416667,0,0,6,2900,134.386353,46.037748,0,12
2585.246439,0.909091,338,0,338,0,0.545455,0,0.454545,0,0,6,9000,866.276894,776.501849,0,11
29.040058,0.909091,289.63,0,289.63,0,1,0,0.909091,0,0,11,1000,243.424066,88.003769,0,11
383.881717,1,274.01,0,274.01,877.521511,0.916667,0,0.833333,0.166667,3,22,500,1214.797263,359.953614,0.25,12
0,0,39.54,0,39.54,0,0.166667,0,0.166667,0,0,2,3000,181.014541,,0,12
765.880394,0.909091,0,0,0,1966.812413,0,0,0,0.083333,1,0,8500,2953.858729,335.991369,0.181818,12
268.966315,0.727273,784,659,125,0,0.5,0.25,0.333333,0,0,12,10500,514.650308,159.17308,0.166667,12
1.366727,0.545455,0,0,0,191.751369,0,0,0,0.083333,1,0,1200,594.099172,26.161818,0.166667,12
3983.923705,1,756.54,756.54,0,0,0.5,0.5,0,0,0,15,4000,1110.870941,1431.201171,0,12
1597.679284,1,272.4,0,272.4,0,1,0,1,0,0,16,1550,587.710246,1090.811625,0,12
1489.224372,0.636364,1209.56,890,319.56,0,0.833333,0.083333,0.833333,0,0,11,12500,6831.656434,717.304514,0.181818,12
25.72535,0.363636,150.48,0,150.48,0,0.25,0,0.25,0,0,3,2500,558.52387,200.77995,0,12
433.979083,0.545455,0,0,0,2779.963478,0,0,0,0.166667,4,0,1500,1596.987626,187.596016,0.083333,12
1611.475175,1,807.72,0,807.72,0,1,0,1,0,0,36,1500,1019.454819,2134.562981,0,12
71.046063,0.181818,1023.8,1023.8,0,0,0.083333,0.083333,0,0,0,2,20000,5872.895164,116.063003,0,12
952.952011,1,39.58,39.58,0,663.05871,0.083333,0.083333,0,0.083333,3,1,1800,1665.457998,204.226245,0,12
1462.280124,1,516,0,516,0,1,0,1,0,0,12,1500,752.367432,1009.381645,0,12
1193.351573,0.875,0,0,0,1433.85482,0,0,0,0.125,4,0,1500,164.003621,254.022569,0,8
1845.113513,1,258.9,258.9,0,251.188184,0.166667,0.166667,0,0.166667,2,3,2000,486.093032,515.528152,0,12
177.556406,0.818182,2228.35,1600.99,627.36,0,0.75,0.666667,0.583333,0,0,29,12000,1842.340524,110.44378,0.454545,12
3265.116481,0.727273,2147.01,0,2147.01,0,1,0,1,0,0,60,8000,8481.013758,2978.655593,0,12
5418.305735,1,0,0,0,5051.791781,0,0,0,0.666667,29,0,8000,1476.335057,1555.563621,0,12
3553.326258,0.875,627.81,130,497.81,4863.883228,0.875,0.125,0.75,0.75,14,25,5000,891.259465,1026.828021,0,8
0,0,18.77,0,18.77,0,0.083333,0,0.083333,0,0,1,5000,0,,0,12
0.979061,0.272727,0,0,0,329.93065,0,0,0,0.083333,1,0,500,1316.748413,1.721007,1,12
62.788771,1,802.1,802.1,0,0,0.916667,0.916667,0,0,0,21,13000,710.240283,171.20871,0.818182,12
1068.434064,1,27,0,27,0,0.083333,0,0.083333,0,0,1,1200,219.692369,310.32899,0,12
559.730777,1,0,0,0,299.524277,0,0,0,0.083333,1,0,800,455.384879,198.175355,0,12
827.255067,1,281.97,0,281.97,0,0.416667,0,0.416667,0,0,5,1000,298.808637,232.286208,0,12
365.48242,1,1618.31,1000,618.31,0,1,0.142857,0.857143,0,0,9,1000,1366.668756,380.796942,0.333333,7
5.529633,0.181818,45,0,45,0,0.166667,0,0.166667,0,0,2,1000,515.842674,112.442224,0.5,12
30.217276,0.636364,332.5,0,332.5,0,0.583333,0,0.5,0,0,8,3000,262.580865,86.813318,0.416667,12
862.276499,1,174.84,0,174.84,276.675751,0.5,0,0.5,0.083333,1,6,1000,1407.393166,501.699229,0.083333,12
3551.355769,1,1283.65,729.65,554,883.345734,0.833333,0.166667,0.666667,0.166667,4,17,5500,2244.998109,921.910684,0,12
1202.204204,1,435.04,435.04,0,0,0.916667,0.916667,0,0,0,11,1200,686.958695,847.988773,0,12
683.971012,0.909091,294,145,149,281.669381,0.5,0.083333,0.416667,0.166667,2,7,3500,1578.37444,174.83612,0.1,12
1792.255588,1,582.85,482.21,100.64,0,0.833333,0.416667,0.833333,0,0,25,11500,4247.404958,451.556429,0,12
223.818492,1,1702.42,725,977.42,0,0.916667,0.083333,0.833333,0,0,12,7300,1913.220366,208.079912,0.25,12
3106.036183,1,2128.56,1036.24,1092.32,2346.894867,0.916667,0.416667,0.75,0.416667,8,27,7200,5564.776852,697.464133,0,12
1497.145968,0.875,0,0,0,4444.646515,0,0,0,0.375,8,0,2500,2986.36061,487.912459,0.166667,8
6891.424677,1,4399.07,3705.13,693.94,1838.093797,1,1,0.333333,0.25,4,80,11150,1834.501318,1864.863139,0,12
975.946428,1,1572.42,783.03,789.39,1910.395479,1,0.583333,1,0.416667,11,34,1700,4024.595117,559.828935,0.166667,12
929.115076,1,611.71,591.71,20,0,0.5,0.5,0.166667,0,0,11,1200,1019.527645,273.627647,0,12
200.574081,1,675.9,675.9,0,0,0.416667,0.416667,0,0,0,8,7500,753.502654,308.604961,0.083333,12
99.680638,0.818182,0,0,0,437.399211,0,0,0,0.333333,5,0,10500,661.87877,122.779423,0.333333,12
1276.941373,1,2196.54,1037.8,1158.74,0,1,0.333333,1,0,0,44,1000,1410.009813,3446.470208,0,12
2458.376257,0.818182,0,0,0,102.275984,0,0,0,0.083333,1,0,7500,4543.63481,647.20869,0,12
54.58197,1,247.66,132,115.66,0,1,0.166667,1,0,0,16,1700,163.543097,151.846536,0,12
186.706199,1,868,0,868,0,0.5,0,0.416667,0,0,6,4000,618.964215,268.075781,0,12
364.391307,0.272727,0,0,0,1658.424947,0,0,0,0.090909,1,0,1800,0,,0,11
1543.287931,1,0,0,0,36.481832,0,0,0,0.083333,1,0,1800,548.589391,529.340488,0,12
1696.465412,1,219.07,219.07,0,1237.454039,0.333333,0.333333,0,0.583333,19,6,1800,1251.496096,976.101952,0,12
475.675998,1,5421.73,5421.73,0,0,1,1,0,0,0,34,10500,5510.903074,183.857011,1,12
4955.580535,1,0,0,0,3481.529635,0,0,0,0.916667,26,0,6500,1252.775151,1572.30984,0,12
5747.761139,1,1627.69,0,1627.69,0,1,0,1,0,0,49,5500,2507.704747,7490.453967,0,12
3031.933707,1,2000.6,2000.6,0,0,0.166667,0.166667,0,0,0,3,6500,811.109413,858.298082,0,12
5980.58247,1,0,0,0,12008.08079,0,0,0,0.416667,30,0,11000,9736.897362,1596.893256,0.083333,12
144.555083,0.363636,1352.1,1352.1,0,0,0.166667,0.166667,0,0,0,3,2500,656.758103,77.571584,0,12
693.643988,1,358.91,152,206.91,0,1,0.25,1,0,0,39,5000,338.79121,170.609681,0,12
1374.266113,1,1814.3,1596.8,217.5,0,0.666667,0.333333,0.416667,0,0,10,6500,2668.399516,413.987806,0,12
2263.795064,0.875,320,320,0,4510.237702,0.5,0.5,0,0.875,15,5,10000,5215.482973,502.888727,0,8
969.034643,1,50.85,50.85,0,0,0.166667,0.166667,0,0,0,2,1200,256.061264,309.02637,0,12
27.40855,1,290.6,290.6,0,0,1,1,0,0,0,12,2000,315.279531,170.973738,0.083333,12
11.725408,0.181818,178,178,0,0,0.083333,0.083333,0,0,0,1,1500,1024.466785,85.691487,0,12
89.513525,0.909091,1452.41,764,688.41,0,0.916667,0.166667,0.833333,0,0,24,3000,1690.741787,178.002763,1,12
221.810125,0.727273,0,0,0,903.684584,0,0,0,0.166667,2,0,500,662.179022,168.6205,0.166667,12
4657.477375,1,237.52,237.52,0,1271.94319,0.25,0.25,0,0.416667,7,3,4500,1613.851352,3807.251196,0,12
3830.603522,1,1257.16,841,416.16,2929.077889,1,0.083333,0.916667,0.166667,4,26,7500,887.037084,1014.663188,0,12
2690.771926,1,12465.21,9805.73,2659.48,0,1,0.583333,1,0,0,79,13000,9290.702248,653.194444,0,12
655.786755,1,387.68,0,387.68,0,0.083333,0,0.083333,0,0,1,2000,1110.023792,644.26765,0,12
223.786947,1,5094.41,3744.41,1350,1076.426136,1,0.916667,0.416667,0.166667,4,53,3000,5874.101847,151.281295,0.666667,12
2571.925816,1,1701.9,464.9,1237,1089.064313,1,0.25,1,0.333333,5,55,3000,710.210734,684.951673,0,12
6644.201651,1,4478.75,2721.59,1757.16,7205.520805,1,0.916667,1,0.583333,21,64,9000,10857.94321,2469.571326,0.083333,12
50.506095,0.909091,590,0,590,0,0.909091,0,0.818182,0,0,10,1500,540.42527,153.511082,0.777778,11
1060.736973,0.636364,0,0,0,2495.298926,0,0,0,0.166667,7,0,3000,3812.753505,414.430882,0.166667,12
10092.23573,1,8710.72,6799.79,1910.93,0,1,0.75,0.833333,0,0,83,18000,4557.360839,2831.402596,0,12
1280.732187,1,0,0,0,395.725602,0,0,0,0.166667,4,0,1500,397.461163,380.286525,0,12
66.296517,1,56.44,0,56.44,0,0.333333,0,0.333333,0,0,4,1500,110.099433,166.020925,0,12
2928.756699,1,160.92,0,160.92,319.931964,1,0,1,0.333333,5,12,3000,1142.847203,1098.479834,0,12
788.425212,1,94.38,32.08,62.3,1461.675329,0.166667,0.083333,0.166667,0.5,10,3,2500,1593.278155,401.341447,0,12
1034.026449,1,93.34,0,93.34,432.159364,0.25,0,0.25,0.083333,1,4,1500,294.925221,419.071157,0,12
2012.049986,1,1279.21,242.91,1036.3,196.593829,1,0.333333,1,0.083333,1,50,4500,656.977251,862.499664,0,12
62.104602,0.636364,377.62,0,377.62,0,0.5,0,0.5,0,0,6,2500,548.900318,99.168927,0.181818,12
10.268192,0.272727,0,0,0,491.148937,0,0,0,0.25,23,0,500,2117.308744,65.340571,1,12
2409.236843,1,990.15,772.6,217.55,0,0.75,0.416667,0.416667,0,0,26,8000,707.712681,606.899998,0,12
2755.306896,0.909091,2754.49,1974,780.49,3193.924548,0.75,0.416667,0.583333,0.333333,9,43,13000,4843.691023,774.60303,0,12
1507.001995,1,209.1,209.1,0,0,0.25,0.25,0,0,0,4,1800,443.628394,417.620633,0,12
5920.486917,1,899.8,0,899.8,1694.266621,1,0,1,0.25,4,25,6500,1654.932016,1832.433867,0,12
288.097302,1,2622.6,0,2622.6,0,1,0,1,0,0,12,450,2718.47954,2413.233231,0.833333,12
1565.025253,1,3035.98,785.6,2250.38,7003.112284,1,0.5,1,0.666667,36,94,2500,13562.87926,1709.158354,0.666667,12
2936.43825,1,2177.32,1919.37,257.95,1935.422714,0.666667,0.416667,0.416667,0.416667,23,16,5000,1513.160603,2151.054928,0,12
26.034907,0.636364,299.79,0,299.79,0,0.333333,0,0.25,0,0,4,7500,308.31669,86.667034,0.3,12
3695.634133,1,0,0,0,2438.708269,0,0,0,0.416667,8,0,4000,973.155092,1525.998307,0,12
58.313733,0.454545,499,0,499,0,0.545455,0,0.454545,0,0,6,1500,526.368079,76.744713,0.125,11
395.052994,1,1239.46,752.28,487.18,0,0.666667,0.416667,0.416667,0,0,14,1500,401.217047,177.766827,0,12
579.57472,0.909091,1337.5,0,1337.5,1059.31576,0.583333,0,0.583333,0.166667,6,11,1500,2772.615528,2970.844918,0.1,12
133.428199,1,1268.22,406.28,861.94,0,1,1,0.666667,0,0,21,6000,1551.580661,182.743266,1,12
82.414018,1,219.24,0,219.24,0,1,0,1,0,0,12,1500,128.095464,170.440977,0,12
968.188634,1,69.44,0,69.44,0,0.25,0,0.25,0,0,3,1000,251.875749,443.131452,0,12
10.785694,0.444444,384.4,0,384.4,0,0.888889,0,0.777778,0,0,8,1500,655.428475,65.251585,0.333333,9
1631.385579,1,0,0,0,1755.575907,0,0,0,0.083333,3,0,3500,398.316441,566.30971,0,12
1546.216153,0.833333,0,0,0,2196.107878,0,0,0,0.166667,5,0,3000,247.706733,310.58347,0,6
830.073634,1,0,0,0,1803.238152,0,0,0,0.25,7,0,14000,2173.470034,233.202069,0,12
348.965773,1,1019.4,444.4,575,0,1,0.25,1,0,0,25,1000,214.987376,176.525876,0.25,12
1427.42297,1,61,0,61,4327.398235,0.166667,0,0.083333,0.583333,14,2,9000,5907.105978,389.155496,0.166667,12
269.911748,1,1348.44,1259.44,89,298.491305,1,1,0.416667,0.25,4,44,500,1258.023851,250.283276,0,12
1376.24407,1,0,0,0,501.208665,0,0,0,0.25,4,0,1500,685.228947,339.660618,0,12
5790.930626,1,464.51,399.41,65.1,2516.727082,0.416667,0.25,0.166667,0.166667,6,10,6000,1515.594331,2092.915898,0,12
106.390419,1,1038.38,1038.38,0,0,0.666667,0.666667,0,0,0,14,6000,918.029106,140.547255,0.6,12
293.614532,0.857143,839.61,839.61,0,2018.794348,0.714286,0.714286,0,0.857143,12,11,3000,2585.110269,102.177146,0.5,7
1060.422892,0.818182,161.5,161.5,0,765.748489,0.166667,0.166667,0,0.166667,5,3,3700,2333.389981,475.983876,0.111111,12
888.023397,0.909091,0,0,0,252.318137,0,0,0,0.090909,3,0,1500,1734.981714,317.921967,0.181818,11
3857.747562,1,777.92,391.45,386.47,274.019905,1,0.083333,1,0.083333,1,39,6500,5845.78102,1151.418293,0,12
169.019496,1,4769.98,1164.35,3605.63,0,1,0.583333,1,0,0,56,4500,3998.399141,178.551031,1,12
6976.34614,1,2552.1,2080.01,472.09,377.85546,1,0.916667,0.833333,0.083333,1,50,9000,1850.332531,2024.379006,0,12
673.592238,1,2199.62,303.56,1896.06,0,1,0.25,1,0,0,32,3000,2377.36405,172.185143,0,12
7886.875682,1,968.26,734.32,233.94,3528.821853,0.916667,0.916667,0.416667,0.416667,15,35,9500,2016.609163,2885.44844,0,12
7645.108427,1,4693.15,4332.65,360.5,0,0.5,0.416667,0.333333,0,0,12,13500,4786.64868,1741.158024,0,12
38.91624,1,358.49,0,358.49,188.234434,0.916667,0,0.833333,0.083333,1,11,2500,479.607061,141.652641,0.3,12
1337.229284,1,6661.25,5805.5,855.75,0,1,1,0.5,0,0,108,1700,5936.298921,554.610686,0,12
763.228081,0.9,0,0,0,1948.071903,0,0,0,0.5,48,0,1200,1223.745197,263.756386,0.125,10
231.90824,0.818182,711.8,497.8,214,0,0.666667,0.166667,0.416667,0,0,10,8500,2007.282363,146.809491,0.111111,12
876.366489,1,4537.12,4285.11,252.01,0,1,0.75,0.833333,0,0,56,2500,2689.043472,350.182281,0.333333,12
226.804333,1,669.19,669.19,0,0,1,1,0,0,0,25,8000,1093.526476,173.672316,0.083333,12
723.172037,1,2095.14,238,1857.14,0,0.75,0.166667,0.583333,0,0,25,5000,1509.479538,283.139714,0,12
1278.279881,1,15,15,0,0,0.083333,0.083333,0,0,0,1,1500,275.225729,436.116254,0,12
11964.83264,1,1175.35,1031.85,143.5,2271.555171,0.75,0.583333,0.416667,0.583333,11,19,14000,2949.673416,3098.62505,0,12
1186.287841,1,115.5,115.5,0,0,0.166667,0.166667,0,0,0,3,1200,446.088328,356.432463,0,12
5383.084424,1,9736.61,3684.52,6052.09,2965.656802,1,0.416667,1,0.25,7,135,9000,15824.73587,3364.021248,0.083333,12
221.29129,1,1429.54,653.82,775.72,0,0.916667,0.5,0.666667,0,0,24,700,1277.898622,149.825296,0.375,12
5471.186593,0.777778,0,0,0,8411.998221,0,0,0,0.555556,10,0,9000,1281.454609,1401.967646,0,9
70.831061,1,531,300,231,0,0.916667,0.333333,0.916667,0,0,16,1500,497.383598,153.202749,0.25,12
942.329974,1,450,450,0,722.690339,0.166667,0.166667,0,0.166667,2,3,1200,281.028562,170.661135,0,6
121.446047,0.909091,1254.46,910.46,344,0,0.583333,0.416667,0.416667,0,0,14,1000,1244.737859,153.924261,0.5,12
120.94715,0.636364,1242.55,0,1242.55,0,0.583333,0,0.583333,0,0,14,2000,2202.224677,170.96615,0.428571,12
249.140601,1,655.94,223,432.94,0,0.75,0.083333,0.75,0,0,17,10500,907.604425,200.878822,0,12
402.814647,1,960.09,91.8,868.29,373.408367,1,0.083333,1,0.083333,5,59,500,1127.28667,366.395498,0.083333,12
14.471941,1,120,0,120,0,1,0,1,0,0,12,3000,113.011493,116.286777,0,12
424.809549,1,1130,1130,0,185.283125,0.083333,0.083333,0,0.083333,1,3,1500,133.744014,200.179471,0,12
2554.525229,1,6186.77,6099.08,87.69,1898.690655,0.916667,0.75,0.25,0.083333,1,38,10950,11198.92613,608.36886,0.083333,12
23.331936,0.454545,1194.96,0,1194.96,0,1,0,1,0,0,17,1600,1381.551722,28.452913,0,12
9.730297,0.636364,99.24,0,99.24,0,0.583333,0,0.583333,0,0,8,1000,195.347822,104.212617,0.142857,12
1168.692032,1,0,0,0,1027.967584,0,0,0,0.333333,4,0,5000,588.925093,287.740551,0,12
1733.68291,1,100,100,0,270.57595,0.083333,0.083333,0,0.333333,6,1,1700,689.279807,1101.99844,0,12
1930.900813,0.909091,5616.07,4960.73,655.34,4287.486377,0.666667,0.333333,0.25,0.333333,15,46,5500,10894.444,864.068895,0.111111,12
5067.576984,1,714.68,402.68,312,726.955255,1,0.083333,1,0.083333,2,14,5000,1649.118645,2967.748073,0,12
80.198389,0.454545,981.75,459,522.75,0,0.583333,0.083333,0.5,0,0,14,1000,1381.850719,58.816069,0.1,12
4.588899,0.272727,249.96,0,249.96,0,0.916667,0,0.916667,0,0,17,4000,248.437485,36.714951,0.1,12
11.944853,0.181818,88.93,88.93,0,0,0.083333,0.083333,0,0,0,1,2750,430.507379,154.067397,0,12
248.626137,1,2635.25,2635.25,0,0,1,1,0,0,0,17,5000,2425.107514,193.086366,1,12
1801.045046,1,1684.29,1620.69,63.6,0,1,0.916667,0.166667,0,0,18,8000,4376.057598,600.900522,0,12
5280.649637,1,0,0,0,1786.833644,0,0,0,0.333333,4,0,6000,1648.300986,1264.637138,0,12
61.253237,1,377.86,78,299.86,0,1,0.166667,1,0,0,24,2700,347.206621,177.060952,0.083333,12
1362.418281,1,1477.44,900,577.44,451.968387,1,0.111111,0.888889,0.111111,1,10,1500,559.095981,1058.84479,0,9
2871.611936,1,2216.6,0,2216.6,1353.5452,0.833333,0,0.75,0.083333,1,34,3500,2268.296871,4010.894978,0,12
164.377503,0.9,0,0,0,470.00055,0,0,0,0.3,3,0,9500,684.398658,152.648955,0.285714,10
382.870641,0.909091,2972.92,2479.1,493.82,0,0.75,0.666667,0.416667,0,0,18,1200,3753.091608,161.92571,0.8,12
3598.913061,1,53.13,53.13,0,2767.233925,0.083333,0.083333,0,0.25,6,1,6000,868.558084,1233.962964,0,12
163.950974,0.777778,1014.21,264.42,749.79,268.071098,0.777778,0.444444,0.666667,0.111111,1,20,1500,938.36331,127.327376,0.6,9
1277.423486,1,533.73,213.98,319.75,606.668879,0.666667,0.416667,0.333333,0.333333,5,21,1500,1403.721157,324.351985,0,12
23.583209,1,199.32,0,199.32,0,1,0,1,0,0,12,1500,160.013341,162.466706,0.416667,12
11.799054,0.5,77.36,0,77.36,0,0.5,0,0.375,0,0,4,1200,103.635381,117.664686,1,8
70.963378,1,759.73,432.37,327.36,0,1,1,0.916667,0,0,25,7800,691.394748,181.926756,0.75,12
2797.233197,1,2197.21,1101.76,1095.45,1824.823395,1,0.25,1,0.083333,2,31,4000,0,,0,12
793.713659,1,1307,1307,0,0,0.166667,0.166667,0,0,0,1,3000,1533.10785,115.667981,0,6
1403.574083,1,1831.57,697.94,1133.63,1909.684135,1,0.583333,1,0.083333,1,61,8000,427.189102,325.34638,0,12
91.669477,0.363636,824.5,737.3,87.2,0,0.333333,0.083333,0.25,0,0,9,1500,175.478647,177.923528,1,12
6928.721377,1,18.35,0,18.35,14836.45141,0.416667,0,0.416667,0.083333,1,5,18000,22281.70046,1592.560164,0.090909,12
358.674215,0.727273,411.3,411.3,0,4327.056723,0.25,0.25,0,0.333333,9,4,2500,6981.148039,136.660716,0.2,12
1128.229387,1,5068.88,3529.88,1539,0,1,1,1,0,0,76,4500,3904.568067,373.931063,0.083333,12
2664.926838,1,1229.62,661.6,568.02,0,1,0.333333,0.916667,0,0,28,8000,1692.635777,805.598851,0,12
6856.045926,1,262.1,262.1,0,3053.777459,0.166667,0.166667,0,0.333333,13,5,13000,1629.239381,1998.044046,0,12
3044.194951,1,934.21,112,822.21,75.711826,0.75,0.083333,0.666667,0.166667,2,38,3000,1268.702405,2050.327011,0,12
3092.189629,1,60.82,0,60.82,2361.473149,0.25,0,0.166667,0.5,17,3,3500,856.196277,889.485238,0,12
5810.748774,1,217,217,0,12377.36037,0.166667,0.166667,0,0.583333,16,2,9000,10428.37611,1599.353926,0.166667,12
588.618641,1,0,0,0,36.769821,0,0,0,0.166667,2,0,1200,1386.88202,232.802183,0.083333,12
4350.643699,0.9,1021.19,441.55,579.64,11220.76636,0.8,0.1,0.7,0.5,20,20,6000,7137.368582,1661.123436,0.125,10
7064.55047,1,0,0,0,11582.49911,0,0,0,0.75,38,0,11500,7964.175992,1607.124085,0,12
2244.345037,1,2969.3,1238.55,1730.75,0,1,0.75,1,0,0,91,9500,713.218297,643.266736,0,12
2.585715,0.090909,70,70,0,0,0.083333,0.083333,0,0,0,1,2000,396.435632,85.073591,0,12
4663.039011,1,3908.26,3908.26,0,0,1,1,0,0,0,12,9000,2226.722088,1145.197102,0,12
14.042241,1,92.16,0,92.16,0,0.333333,0,0.25,0,0,4,500,91.672694,88.184604,0.166667,12
728.352548,1,734.4,734.4,0,239.891038,0.333333,0.333333,0,0.166667,2,2,1000,72.530037,110.950798,0,6
1565.98205,0.818182,1677.26,614.85,1062.41,0,0.75,0.166667,0.75,0,0,22,4500,7364.974854,815.300574,0.444444,12
281.349361,1,473.34,0,473.34,0,0.833333,0,0.833333,0,0,10,1500,153.209881,182.388625,0.083333,12
1672.813954,1,299.83,117.39,182.44,113.720261,1,0.166667,0.916667,0.166667,2,21,1800,559.708549,523.962466,0,12
68.039722,0.454545,734.11,734.11,0,0,0.333333,0.333333,0,0,0,6,5000,1537.307484,102.554198,0.5,12
269.816561,0.636364,1965.95,1965.95,0,0,0.083333,0.083333,0,0,0,2,5500,0,,0,12
3008.66367,1,1137.62,659.62,478,3116.44095,0.75,0.416667,0.5,0.416667,12,16,6200,536.091856,981.877595,0,12
932.153207,1,572.64,0,572.64,0,1,0,1,0,0,24,1000,1794.686669,3605.683246,0.083333,12
7.85361,0.363636,125,0,125,0,0.416667,0,0.333333,0,0,5,2500,91.786773,43.39952,0,12
2643.39225,1,965.84,737.79,228.05,0,1,0.75,0.666667,0,0,33,4300,771.299727,627.391113,0,12
0.074724,0.181818,0,0,0,370.73048,0,0,0,0.083333,1,0,1000,1628.657052,11.51534,1,12
2525.425787,1,0,0,0,2892.511237,0,0,0,0.090909,2,0,3000,683.769908,750.741405,0,11
646.745968,0.818182,0,0,0,889.412824,0,0,0,0.333333,6,0,1350,789.132988,184.544674,0,12
3681.031744,1,1922.39,1376.54,545.85,0,0.583333,0.583333,0.333333,0,0,29,10000,873.634965,1032.718828,0,12
1414.422361,1,90.03,0,90.03,0,0.833333,0,0.833333,0,0,12,1500,323.893824,492.851078,0,12
1050.524091,0.875,0,0,0,1412.242287,0,0,0,0.125,1,0,1500,1270.512009,338.185134,0,8
5005.774991,1,4837.22,3513.45,1323.77,0,0.916667,0.666667,0.833333,0,0,50,12500,2400.932909,1189.708084,0,12
1455.736956,1,1171.88,1171.88,0,19.619461,0.363636,0.363636,0,0.090909,1,25,3700,350.750246,343.006271,0,11
99.508886,0.636364,248.72,225.39,23.33,198.923306,0.25,0.166667,0.083333,0.166667,3,3,1500,275.248686,100.780063,0.083333,12
1747.11949,1,285.45,285.45,0,1429.489972,0.333333,0.333333,0,0.416667,7,10,3000,420.862309,389.633098,0,12
239.055052,0.818182,892.4,383.4,509,0,0.636364,0.090909,0.636364,0,0,15,2100,1713.393928,761.902854,0.222222,11
57.408695,1,338.5,338.5,0,0,0.166667,0.166667,0,0,0,2,7000,354.35735,199.273484,0.125,12
56.536572,1,499.92,0,499.92,0,1,0,1,0,0,12,3000,496.551862,194.502845,0.416667,12
2251.896834,1,1331,1321.1,9.9,0,1,1,0.083333,0,0,24,12500,4571.887377,502.626418,0,12
3558.14254,1,4689.03,4071.13,617.9,0,0.916667,0.833333,0.75,0,0,39,5000,1078.201925,992.398436,0,12
89.229937,0.909091,830,0,830,0,0.583333,0,0.416667,0,0,8,4000,923.299373,138.908017,1,12
9901.685569,1,2190.95,832.49,1358.46,1913.350112,1,0.416667,0.916667,0.25,4,43,11500,2972.248185,2849.235124,0,12
1245.890862,1,5380.3,3976.99,1403.31,0,0.833333,0.5,0.75,0,0,32,4500,6133.623121,442.215058,0.1,12
40.343354,0.5,318.79,318.79,0,0,0.2,0.2,0,0,0,2,6000,603.896667,56.679587,0,10
396.890847,1,3943.97,3159.53,784.44,0,1,1,1,0,0,43,7500,3578.14443,179.793545,0.583333,12
19.962737,1,287.4,0,287.4,0,1,0,1,0,0,12,3000,276.339695,167.93554,0.833333,12
2.67713,0.090909,43.39,0,43.39,0,0.083333,0,0.083333,0,0,1,4000,130.107234,29.700051,0.090909,12
1060.274411,1,404.24,404.24,0,0,0.083333,0.083333,0,0,0,1,1500,1024.733353,2707.521979,0,12
19.112841,1,504.2,0,504.2,0,1,0,1,0,0,20,1000,476.370018,130.862225,0.727273,12
3632.344231,1,83.45,0,83.45,1136.000468,0.25,0,0.25,0.166667,2,3,7000,837.430224,1596.597441,0,12
1068.031748,0.727273,98.97,0,98.97,0,0.416667,0,0.416667,0,0,5,2500,3594.989864,445.215577,0,12
15.232505,0.272727,384,0,384,0,1,0,1,0,0,12,1500,568.982664,54.449416,0.272727,12
32.229139,0.727273,145.85,0,145.85,0,0.583333,0,0.583333,0,0,7,1000,263.681773,130.725349,0.125,12
897.877807,1,1758.75,0,1758.75,2557.126189,0.583333,0,0.416667,0.416667,10,7,6000,3349.425019,243.137378,0.363636,12
